datetime,temp,precip,cloudcover,solarradiation
2018-02-06T10:00:00,29.4,0,82,200
2018-02-06T11:00:00,31.2,0,98,218
2018-02-06T12:00:00,31,0,100,171
2018-02-06T13:00:00,31,0,100,107
2018-02-06T14:00:00,33.6,0,100,194
2018-02-06T15:00:00,33.9,0,98,131
2018-02-06T16:00:00,33.9,0,100,75
2018-02-06T17:00:00,33.6,0,100,16
2018-02-06T18:00:00,33.4,0,100,0
2018-02-06T19:00:00,32.4,0,100,0
2018-02-06T20:00:00,31.8,0,94.5,0
2018-02-06T21:00:00,28.6,0,32.1,0
2018-02-06T22:00:00,27.5,0,28.6,0
2018-02-06T23:00:00,27,0,0,0
2018-02-07T00:00:00,28.8,0,0,0
2018-02-07T01:00:00,28,0,0,0
2018-02-07T02:00:00,26.5,0,0,0
2018-02-07T03:00:00,24.5,0,0,0
2018-02-07T04:00:00,22.3,0,0,0
2018-02-07T05:00:00,21.4,0,0,0
2018-02-07T06:00:00,21.8,0,0,4.6
2018-02-07T07:00:00,22.6,0,8.8,4
2018-02-07T08:00:00,27.6,0,94.5,52
2018-02-07T09:00:00,31.1,0,100,54
2018-02-07T10:00:00,33.6,0,100,101
2018-02-07T11:00:00,36.7,0,100,103
2018-02-07T12:00:00,35.8,0.01,100,69
2018-02-07T13:00:00,36.1,0.02,100,52
2018-02-07T14:00:00,37.7,0.08,100,33
2018-02-07T15:00:00,38.9,0.06,100,23
2018-02-07T16:00:00,39.9,0.23,100,9
2018-02-07T17:00:00,41,0.12,100,2
2018-02-07T18:00:00,43.7,0.04,100,0
2018-02-07T19:00:00,49.1,0.03,100,0
2018-02-07T20:00:00,51,0.02,100,0
2018-02-07T21:00:00,50.3,0.02,100,0
2018-02-07T22:00:00,49.8,0.11,100,0
2018-02-07T23:00:00,42.9,0.05,100,0
2018-02-08T00:00:00,38,0.05,100,0
2018-02-08T01:00:00,35.8,0.02,100,0
2018-02-08T02:00:00,34.2,0,73.1,0
2018-02-08T03:00:00,32.2,0,33.6,1
2018-02-08T04:00:00,31.2,0,27.6,0
2018-02-08T05:00:00,30.1,0,33.8,0
2018-02-08T06:00:00,29.2,0,60.5,3.9
2018-02-08T07:00:00,28.2,0,49.4,2
2018-02-08T08:00:00,27.3,0,8.8,130.6
2018-02-08T09:00:00,27.3,0,8.8,123
2018-02-08T10:00:00,27,0,9,238
2018-02-08T11:00:00,29.5,0,0,451
2018-02-08T12:00:00,30.4,0,8.8,583
2018-02-08T13:00:00,31.4,0,8.8,569
2018-02-08T14:00:00,31.6,0,0,501
2018-02-08T15:00:00,32.4,0,13.8,376
2018-02-08T16:00:00,31.4,0,0,224
2018-02-08T17:00:00,29.6,0,0,25
2018-02-08T18:00:00,27.6,0,0,1
2018-02-08T19:00:00,24,0,0,0
2018-02-08T20:00:00,22.5,0,0,0
2018-02-08T21:00:00,21.7,0,0,0
2018-02-08T22:00:00,25.6,0,98,0
2018-02-08T23:00:00,24.7,0,42.4,0
2018-02-09T00:00:00,22.9,0,28.6,0
2018-02-09T01:00:00,21.5,0,0,0
2018-02-09T02:00:00,21.3,0,0,0
2018-02-09T03:00:00,21.3,0,0,0
2018-02-09T04:00:00,19.6,0,0,0
2018-02-09T05:00:00,20.7,0,0,0
2018-02-09T06:00:00,20.5,0,0,6.5
2018-02-09T07:00:00,19,0,0,4
2018-02-09T08:00:00,24.6,0,0,79
2018-02-09T09:00:00,27,0,0,274
2018-02-09T10:00:00,29.6,0,16.1,428
2018-02-09T11:00:00,30.7,0,8.8,529
2018-02-09T12:00:00,31.8,0,78.5,521
2018-02-09T13:00:00,32.4,0.08,73.1,322
2018-02-09T14:00:00,32.4,0,32.1,323
2018-02-09T15:00:00,32,0,37.6,242
2018-02-09T16:00:00,31.6,0,100,91
2018-02-09T17:00:00,30.7,0,100,26
2018-02-09T18:00:00,30.7,0,100,0
2018-02-09T19:00:00,30.1,0,26.8,0
2018-02-09T20:00:00,31,0,100,0
2018-02-09T21:00:00,31.4,0,100,0
2018-02-09T22:00:00,31.7,0,100,0
2018-02-09T23:00:00,31.5,0,94.5,0
2018-02-10T00:00:00,31.4,0,0,0
2018-02-10T01:00:00,33.1,0,13.8,0
2018-02-10T02:00:00,35.5,0,0,0
2018-02-10T03:00:00,37.1,0,94.5,0
2018-02-10T04:00:00,37.6,0,100,0
2018-02-10T05:00:00,37.9,0,100,0
2018-02-10T06:00:00,39.3,0,100,1.4
2018-02-10T07:00:00,39.9,0,83.9,2
2018-02-10T08:00:00,42.5,0,100,22
2018-02-10T09:00:00,45.2,0,100,65
2018-02-10T10:00:00,46.7,0,100,94
2018-02-10T11:00:00,49,0,91,200
2018-02-10T12:00:00,49.4,0,98,325
2018-02-10T13:00:00,50.3,0,38.7,249
2018-02-10T14:00:00,49.6,0,94.5,133
2018-02-10T15:00:00,49,0,100,71
2018-02-10T16:00:00,48.4,0,44.4,58
2018-02-10T17:00:00,48.2,0,94.5,13
2018-02-10T18:00:00,47.8,0,100,0
2018-02-10T19:00:00,48.4,0.01,100,0
2018-02-10T20:00:00,48,0,84,0
2018-02-10T21:00:00,47.7,0,84,0
2018-02-10T22:00:00,47.6,0.01,100,0
2018-02-10T23:00:00,48.8,0.07,100,0
2018-02-11T00:00:00,51.6,0.12,84,0
2018-02-11T01:00:00,52.5,0.07,100,0
2018-02-11T02:00:00,52.3,0.01,84,0
2018-02-11T03:00:00,52.7,0.03,100,0
2018-02-11T04:00:00,50.5,0.04,100,0
2018-02-11T05:00:00,49.8,0.07,100,0
2018-02-11T06:00:00,48.2,0.04,100,2.1
2018-02-11T07:00:00,47.6,0.04,100,1
2018-02-11T08:00:00,47,0.06,100,12
2018-02-11T09:00:00,46.4,0.04,100,45
2018-02-11T10:00:00,45.2,0.02,100,64
2018-02-11T11:00:00,43.9,0.05,100,88
2018-02-11T12:00:00,43.4,0.07,100,111
2018-02-11T13:00:00,43.8,0.07,100,59
2018-02-11T14:00:00,42.2,0.06,100,80
2018-02-11T15:00:00,43.8,0.03,100,50
2018-02-11T16:00:00,43.9,0.04,100,27
2018-02-11T17:00:00,45.9,0.13,100,3
2018-02-11T18:00:00,48.6,0.08,84,0
2018-02-11T19:00:00,52.6,0.08,100,0
2018-02-11T20:00:00,54.2,0.04,84,0
2018-02-11T21:00:00,55.4,0.07,84,0
2018-02-11T22:00:00,54.9,0.05,84,0
2018-02-11T23:00:00,55.4,0.04,100,0
2018-02-12T00:00:00,55.7,0.12,100,0
2018-02-12T01:00:00,55.4,0.07,100,0
2018-02-12T02:00:00,54,0.03,100,0
2018-02-12T03:00:00,54.4,0.01,100,0
2018-02-12T04:00:00,53.7,0,100,0
2018-02-12T05:00:00,54.2,0,100,0
2018-02-12T06:00:00,52.4,0,100,2.2
2018-02-12T07:00:00,50,0,92.6,1
2018-02-12T08:00:00,47.2,0,94.5,12
2018-02-12T09:00:00,45.3,0.01,100,33
2018-02-12T10:00:00,43.6,0.01,100,68
2018-02-12T11:00:00,44.2,0,62,164
2018-02-12T12:00:00,43.3,0,100,106
2018-02-12T13:00:00,43.7,0,85.5,153
2018-02-12T14:00:00,43.1,0,37.1,123
2018-02-12T15:00:00,43.5,0,0,200
2018-02-12T16:00:00,43.5,0,0,191
2018-02-12T17:00:00,40.8,0,0,36
2018-02-12T18:00:00,36.8,0,0,1
2018-02-12T19:00:00,34.4,0,0,0
2018-02-12T20:00:00,32.6,0,0,0
2018-02-12T21:00:00,33.2,0,0,0
2018-02-12T22:00:00,33.1,0,0,0
2018-02-12T23:00:00,33.4,0,0,0
2018-02-13T00:00:00,32.5,0,0,0
2018-02-13T01:00:00,31.4,0,0,0
2018-02-13T02:00:00,31,0,0,0
2018-02-13T03:00:00,30.3,0,0,0
2018-02-13T04:00:00,29.4,0,0,0
2018-02-13T05:00:00,27.6,0,0,0
2018-02-13T06:00:00,27.5,0,0,13
2018-02-13T07:00:00,26.5,0,0,5
2018-02-13T08:00:00,28.2,0,0,106
2018-02-13T09:00:00,29.8,0,0,316
2018-02-13T10:00:00,30.7,0,0,407
2018-02-13T11:00:00,32,0,0,558
2018-02-13T12:00:00,31.6,0,0,642
2018-02-13T13:00:00,32,0,0,600
2018-02-13T14:00:00,32.7,0,0,529
2018-02-13T15:00:00,33.2,0,28.6,413
2018-02-13T16:00:00,31.4,0,28.6,223
2018-02-13T17:00:00,30.4,0,32.1,41
2018-02-13T18:00:00,29.8,0,32.1,1
2018-02-13T19:00:00,28.9,0,8.8,0
2018-02-13T20:00:00,28.7,0,8.8,0
2018-02-13T21:00:00,29,0,0,0
2018-02-13T22:00:00,27.8,0,8.8,0
2018-02-13T23:00:00,26.8,0,22.6,0
2018-02-14T00:00:00,26.9,0,16,0
2018-02-14T01:00:00,28.5,0,91,0
2018-02-14T02:00:00,30,0,100,0
2018-02-14T03:00:00,30.6,0,100,0
2018-02-14T04:00:00,31.4,0,94.5,0
2018-02-14T05:00:00,32.4,0,75.1,0
2018-02-14T06:00:00,33.9,0,98,4.6
2018-02-14T07:00:00,34.9,0,91,4
2018-02-14T08:00:00,35.9,0,100,21
2018-02-14T09:00:00,37.9,0,100,31
2018-02-14T10:00:00,39.2,0,100,213
2018-02-14T11:00:00,42.6,0,100,216
2018-02-14T12:00:00,44.6,0,96.5,301
2018-02-14T13:00:00,46.4,0,94.5,292
2018-02-14T14:00:00,46.4,0,82,264
2018-02-14T15:00:00,47,0,0,367
2018-02-14T16:00:00,46,0,0,228
2018-02-14T17:00:00,44,0,0,44
2018-02-14T18:00:00,40.7,0,0,1
2018-02-14T19:00:00,38.8,0,0,0
2018-02-14T20:00:00,38.6,0,0,0
2018-02-14T21:00:00,38.9,0,0,0
2018-02-14T22:00:00,37.7,0,0,0
2018-02-14T23:00:00,38.2,0,0,0
2018-02-15T00:00:00,37.9,0,0,0
2018-02-15T01:00:00,37.6,0,0,0
2018-02-15T02:00:00,38,0,18,0
2018-02-15T03:00:00,39.4,0.01,100,0
2018-02-15T04:00:00,39.6,0.04,100,0
2018-02-15T05:00:00,40,0.04,100,0
2018-02-15T06:00:00,41,0.02,100,2.6
2018-02-15T07:00:00,41.2,0.01,100,1
2018-02-15T08:00:00,41.4,0,100,15
2018-02-15T09:00:00,42.8,0,100,46
2018-02-15T10:00:00,44.7,0,100,92
2018-02-15T11:00:00,45.2,0,100,112
2018-02-15T12:00:00,45.8,0,100,154
2018-02-15T13:00:00,46.5,0,100,128
2018-02-15T14:00:00,47.4,0,100,110
2018-02-15T15:00:00,47.3,0,100,76
2018-02-15T16:00:00,47.1,0,62.4,72
2018-02-15T17:00:00,46.7,0,89,13
2018-02-15T18:00:00,46,0,48.1,1
2018-02-15T19:00:00,45.1,0,32.1,0
2018-02-15T20:00:00,44.2,0,45.9,0
2018-02-15T21:00:00,43.1,0,98,0
2018-02-15T22:00:00,43.3,0,82,0
2018-02-15T23:00:00,43.1,0,84,0
2018-02-16T00:00:00,43,0,58,0
2018-02-16T01:00:00,43.9,0,58,0
2018-02-16T02:00:00,45.3,0,84,0
2018-02-16T03:00:00,44.4,0,84,0
2018-02-16T04:00:00,44.2,0.04,84,0
2018-02-16T05:00:00,44.5,0.06,84,0
2018-02-16T06:00:00,45.8,0.12,100,7.4
2018-02-16T07:00:00,46.6,0.06,100,1
2018-02-16T08:00:00,48.5,0.01,100,15
2018-02-16T09:00:00,49.4,0,96.5,29
2018-02-16T10:00:00,50.4,0,92.6,83
2018-02-16T11:00:00,50.4,0,54.8,138
2018-02-16T12:00:00,52.2,0,83.9,117
2018-02-16T13:00:00,53.2,0,100,69
2018-02-16T14:00:00,53.2,0,100,79
2018-02-16T15:00:00,53.7,0,89,143
2018-02-16T16:00:00,52.6,0,94.5,72
2018-02-16T17:00:00,50.5,0,100,11
2018-02-16T18:00:00,48.4,0,100,0
2018-02-16T19:00:00,47.2,0,100,0
2018-02-16T20:00:00,45.6,0,94.5,0
2018-02-16T21:00:00,42.8,0,57.1,0
2018-02-16T22:00:00,39.3,0,13.8,0
2018-02-16T23:00:00,37.7,0,18.7,0
2018-02-17T00:00:00,35.7,0,0,0
2018-02-17T01:00:00,34.6,0,0,0
2018-02-17T02:00:00,32.9,0,0,0
2018-02-17T03:00:00,31.6,0,0,0
2018-02-17T04:00:00,30.6,0,0,0
2018-02-17T05:00:00,29.6,0,0,0
2018-02-17T06:00:00,29.4,0,0,20.1
2018-02-17T07:00:00,28.5,0,0,7
2018-02-17T08:00:00,30.6,0,0,115
2018-02-17T09:00:00,32.2,0,0,290
2018-02-17T10:00:00,33.2,0,0,488
2018-02-17T11:00:00,33.6,0,0,596
2018-02-17T12:00:00,36.2,0,0,641
2018-02-17T13:00:00,37.2,0,0,632
2018-02-17T14:00:00,36.9,0,0,485
2018-02-17T15:00:00,37.4,0,0,340
2018-02-17T16:00:00,35.3,0,0,116
2018-02-17T17:00:00,34.9,0,26.8,24
2018-02-17T18:00:00,34.7,0,100,0
2018-02-17T19:00:00,34.7,0,100,0
2018-02-17T20:00:00,35.1,0,100,0
2018-02-17T21:00:00,34.4,0,90.8,0
2018-02-17T22:00:00,33.2,0.04,100,0
2018-02-17T23:00:00,33.2,0.08,90.8,0
2018-02-18T00:00:00,34.1,0.07,100,0
2018-02-18T01:00:00,35.3,0.09,100,0
2018-02-18T02:00:00,35.9,0.07,100,0
2018-02-18T03:00:00,36.3,0.06,100,0
2018-02-18T04:00:00,36.1,0.05,100,0
2018-02-18T05:00:00,36.1,0.04,100,0
2018-02-18T06:00:00,35.2,0.06,100,7.7
2018-02-18T07:00:00,34.2,0.03,100,5
2018-02-18T08:00:00,34.2,0,98,53
2018-02-18T09:00:00,36,0,29.8,250
2018-02-18T10:00:00,37.1,0,0,401
2018-02-18T11:00:00,38.8,0,0,557
2018-02-18T12:00:00,40.4,0,5,610
2018-02-18T13:00:00,42.1,0,5,628
2018-02-18T14:00:00,42.5,0,29.9,561
2018-02-18T15:00:00,44.2,0,13.8,415
2018-02-18T16:00:00,43.6,0,0,270
2018-02-18T17:00:00,41.1,0,0,68
2018-02-18T18:00:00,34.9,0,0,2
2018-02-18T19:00:00,31,0,0,0
2018-02-18T20:00:00,29.8,0,0,0
2018-02-18T21:00:00,28.8,0,0,0
2018-02-18T22:00:00,28.2,0,0,0
2018-02-18T23:00:00,27.4,0,0,0
2018-02-19T00:00:00,25.9,0,0,0
2018-02-19T01:00:00,25.6,0,0,0
2018-02-19T02:00:00,25.1,0,0,0
2018-02-19T03:00:00,24.3,0,0,0
2018-02-19T04:00:00,24.1,0,0,0
2018-02-19T05:00:00,22.9,0,0,0
2018-02-19T06:00:00,25.9,0,0,18.1
2018-02-19T07:00:00,28.2,0,0,8
2018-02-19T08:00:00,34,0,0,136
2018-02-19T09:00:00,39.9,0,0,336
2018-02-19T10:00:00,43.7,0,0,481
2018-02-19T11:00:00,45.8,0,16.1,578
2018-02-19T12:00:00,46.7,0,71.5,423
2018-02-19T13:00:00,46.8,0,91.2,424
2018-02-19T14:00:00,47.5,0,76.5,499
2018-02-19T15:00:00,49.3,0,71.3,373
2018-02-19T16:00:00,47.4,0,83.9,152
2018-02-19T17:00:00,46.8,0,96.5,23
2018-02-19T18:00:00,46,0,100,1
2018-02-19T19:00:00,45.5,0.02,100,0
2018-02-19T20:00:00,46.2,0,100,0
2018-02-19T21:00:00,46.4,0.01,100,0
2018-02-19T22:00:00,48.2,0,100,0
2018-02-19T23:00:00,50.1,0.02,100,0
2018-02-20T00:00:00,51.4,0,100,0
2018-02-20T01:00:00,51.7,0,100,0
2018-02-20T02:00:00,52.6,0,100,0
2018-02-20T03:00:00,53.2,0,100,0
2018-02-20T04:00:00,51.6,0,100,0
2018-02-20T05:00:00,51.4,0,100,0
2018-02-20T06:00:00,51.4,0,100,7
2018-02-20T07:00:00,51.5,0,100,1
2018-02-20T08:00:00,51.7,0,100,21
2018-02-20T09:00:00,53.4,0,100,55
2018-02-20T10:00:00,53.6,0,100,431.8
2018-02-20T11:00:00,53.6,0,100,578.3
2018-02-20T12:00:00,56.4,0,70.6,546
2018-02-20T13:00:00,57.5,0,48.7,403.9
2018-02-20T14:00:00,58.9,0,62.7,292
2018-02-20T15:00:00,58.6,0,47.3,168.3
2018-02-20T16:00:00,57.5,0,41.7,44.8
2018-02-20T17:00:00,53.1,0,14.3,0
2018-02-20T18:00:00,51.3,0,14.3,0
2018-02-20T19:00:00,49.5,0,0,0
2018-02-20T20:00:00,47.5,0,49.4,0
2018-02-20T21:00:00,48.6,0,56,0
2018-02-20T22:00:00,48,0,60.5,0
2018-02-20T23:00:00,47.7,0,97.8,0
2018-02-21T00:00:00,49.3,0,23.5,0
2018-02-21T01:00:00,49,0,55.5,0
2018-02-21T02:00:00,51.2,0,38.3,0
2018-02-21T03:00:00,53.7,0,69.2,0
2018-02-21T04:00:00,55.7,0,97.8,0
2018-02-21T05:00:00,55.6,0,91.7,0
2018-02-21T06:00:00,54.5,0,26.6,15
2018-02-21T07:00:00,55.1,0,25.1,121
2018-02-21T08:00:00,55,0,65.6,273.1
2018-02-21T09:00:00,55.2,0,65.6,448
2018-02-21T10:00:00,55.9,0,65.6,561
2018-02-21T11:00:00,56.6,0,65.6,594.3
2018-02-21T12:00:00,56.9,0,65.6,570.5
2018-02-21T13:00:00,58.3,0,61.6,491.5
2018-02-21T14:00:00,56,0,65.6,358.9
2018-02-21T15:00:00,56,0,64.5,198.4
2018-02-21T16:00:00,56.2,0,56,54.2
2018-02-21T17:00:00,54.7,0,14.3,0.1
2018-02-21T18:00:00,52.9,0,19,0
2018-02-21T19:00:00,51.2,0,58,0
2018-02-21T20:00:00,50.6,0,31.1,0
2018-02-21T21:00:00,50.4,0,13.8,0
2018-02-21T22:00:00,48.5,0,63.2,0
2018-02-21T23:00:00,51.1,0,100,0
2018-02-22T00:00:00,53.5,0,97.2,0
2018-02-22T01:00:00,53,0,100,0
2018-02-22T02:00:00,52.4,0,100,0
2018-02-22T03:00:00,51.1,0,100,0
2018-02-22T04:00:00,49.1,0,100,0
2018-02-22T05:00:00,46.1,0,72.5,0
2018-02-22T06:00:00,45.4,0,100,5.9
2018-02-22T07:00:00,42.9,0,100,55.9
2018-02-22T08:00:00,42.9,0,100,113.2
2018-02-22T09:00:00,43.1,0,100,175.6
2018-02-22T10:00:00,42.9,0,100,107
2018-02-22T11:00:00,43.1,0,100,154
2018-02-22T12:00:00,42.9,0,100,153
2018-02-22T13:00:00,41.2,0,100,174
2018-02-22T14:00:00,39.8,0,100,85
2018-02-22T15:00:00,39.7,0,100,55
2018-02-22T16:00:00,38.4,0.01,100,21
2018-02-22T17:00:00,36.4,0.01,100,10
2018-02-22T18:00:00,34.4,0.02,100,1
2018-02-22T19:00:00,34.2,0.01,100,0
2018-02-22T20:00:00,34.4,0,100,0
2018-02-22T21:00:00,34.2,0,100,0
2018-02-22T22:00:00,35.2,0,100,0
2018-02-22T23:00:00,35,0,100,0
2018-02-23T00:00:00,35,0,100,0
2018-02-23T01:00:00,35.2,0,100,0
2018-02-23T02:00:00,34.6,0,96.5,0
2018-02-23T03:00:00,34.9,0,100,0
2018-02-23T04:00:00,34.5,0,75.1,0
2018-02-23T05:00:00,33.7,0,29.9,0
2018-02-23T06:00:00,32.6,0,13.8,21.8
2018-02-23T07:00:00,31.8,0,0,9
2018-02-23T08:00:00,38.2,0,0,145
2018-02-23T09:00:00,41.2,0,0,326
2018-02-23T10:00:00,42,0,5,456
2018-02-23T11:00:00,42.9,0,10.7,492
2018-02-23T12:00:00,42.5,0,91,266
2018-02-23T13:00:00,42.1,0,96.5,190
2018-02-23T14:00:00,42.3,0,100,220
2018-02-23T15:00:00,40.1,0.01,100,112
2018-02-23T16:00:00,39.2,0,100,81
2018-02-23T17:00:00,39.2,0,100,25
2018-02-23T18:00:00,37.9,0.01,100,1
2018-02-23T19:00:00,37.9,0.04,100,0
2018-02-23T20:00:00,38,0.05,100,0
2018-02-23T21:00:00,38.8,0.03,100,0
2018-02-23T22:00:00,39.4,0.01,84,0
2018-02-23T23:00:00,39.4,0.01,84,0
2018-02-24T00:00:00,39.8,0,84,0
2018-02-24T01:00:00,41.5,0,100,0
2018-02-24T02:00:00,42.2,0,67.7,0
2018-02-24T03:00:00,42.2,0,62.4,0
2018-02-24T04:00:00,42,0,29.9,0
2018-02-24T05:00:00,43,0,0,0
2018-02-24T06:00:00,42.5,0,0,22.5
2018-02-24T07:00:00,43.5,0,0,18
2018-02-24T08:00:00,46.6,0,0,86
2018-02-24T09:00:00,49,0,0,318
2018-02-24T10:00:00,52.4,0,0,484
2018-02-24T11:00:00,54.3,0,0,601
2018-02-24T12:00:00,56.9,0,0,611
2018-02-24T13:00:00,57.5,0,38.6,459
2018-02-24T14:00:00,54.9,0,100,194
2018-02-24T15:00:00,54.1,0,100,63
2018-02-24T16:00:00,49,0.02,100,26
2018-02-24T17:00:00,47.3,0.02,100,11
2018-02-24T18:00:00,46.8,0.02,100,1
2018-02-24T19:00:00,46.2,0.03,100,0
2018-02-24T20:00:00,45.5,0.01,100,0
2018-02-24T21:00:00,45.7,0,100,0
2018-02-24T22:00:00,45.1,0,75.1,0
2018-02-24T23:00:00,44.2,0,34,0
2018-02-25T00:00:00,42.8,0,46.6,0
2018-02-25T01:00:00,42.4,0,50.1,0
2018-02-25T02:00:00,41.7,0,94.5,0
2018-02-25T03:00:00,41.7,0,100,0
2018-02-25T04:00:00,42,0,100,0
2018-02-25T05:00:00,42,0,100,0
2018-02-25T06:00:00,41.6,0.01,100,8.6
2018-02-25T07:00:00,39.7,0.05,100,4
2018-02-25T08:00:00,39.4,0.04,100,15
2018-02-25T09:00:00,40.6,0.04,100,46
2018-02-25T10:00:00,41,0.06,100,50
2018-02-25T11:00:00,41.4,0.1,100,54
2018-02-25T12:00:00,41,0.06,96.5,45
2018-02-25T13:00:00,41.4,0.04,100,56
2018-02-25T14:00:00,41.6,0.04,100,40
2018-02-25T15:00:00,43,0.06,100,25
2018-02-25T16:00:00,43.6,0.02,100,18
2018-02-25T17:00:00,44,0.03,100,11
2018-02-25T18:00:00,43.7,0.01,100,1
2018-02-25T19:00:00,44,0,100,0
2018-02-25T20:00:00,44,0,84,0
2018-02-25T21:00:00,43.8,0,84,0
2018-02-25T22:00:00,43.2,0,84,0
2018-02-25T23:00:00,42.3,0,100,0
2018-02-26T00:00:00,42.3,0,100,0
2018-02-26T01:00:00,42.3,0,100,0
2018-02-26T02:00:00,42.2,0,100,0
2018-02-26T03:00:00,41.4,0,100,0
2018-02-26T04:00:00,41.3,0,100,0
2018-02-26T05:00:00,40.9,0,100,0
2018-02-26T06:00:00,40.6,0,74,7
2018-02-26T07:00:00,39.9,0,74,13
2018-02-26T08:00:00,40.8,0,98,74
2018-02-26T09:00:00,43.4,0,32.1,185
2018-02-26T10:00:00,45.5,0,0,219
2018-02-26T11:00:00,46,0,0,193
2018-02-26T12:00:00,46.4,0,0,226
2018-02-26T13:00:00,48.2,0,8.8,260
2018-02-26T14:00:00,49.4,0,0,341
2018-02-26T15:00:00,50,0,0,263
2018-02-26T16:00:00,50.2,0,0,257
2018-02-26T17:00:00,48.4,0,0,88
2018-02-26T18:00:00,45.2,0,0,5
2018-02-26T19:00:00,40.6,0,0,0
2018-02-26T20:00:00,41.5,0,0,0
2018-02-26T21:00:00,41.4,0,0,0
2018-02-26T22:00:00,41.3,0,0,0
2018-02-26T23:00:00,40.6,0,0,0
2018-02-27T00:00:00,39.4,0,0,0
2018-02-27T01:00:00,35.2,0,0,0
2018-02-27T02:00:00,34.7,0,0,0
2018-02-27T03:00:00,33.2,0,0,0
2018-02-27T04:00:00,32.7,0,0,0
2018-02-27T05:00:00,31.1,0,0,0
2018-02-27T06:00:00,29.3,0,0,40.5
2018-02-27T07:00:00,29.2,0,0,11
2018-02-27T08:00:00,37.6,0,0,178
2018-02-27T09:00:00,42.5,0,0,380
2018-02-27T10:00:00,45.5,0,0,536
2018-02-27T11:00:00,47.2,0,0,644
2018-02-27T12:00:00,49.1,0,0,691
2018-02-27T13:00:00,50.3,0,0,679
2018-02-27T14:00:00,51.4,0,0,607
2018-02-27T15:00:00,50.9,0,0,478
2018-02-27T16:00:00,50.8,0,0,308
2018-02-27T17:00:00,48.9,0,0,111
2018-02-27T18:00:00,43,0,0,5
2018-02-27T19:00:00,40.9,0,0,0
2018-02-27T20:00:00,40.5,0,0,0
2018-02-27T21:00:00,39.1,0,0,0
2018-02-27T22:00:00,40,0,0,0
2018-02-27T23:00:00,39.9,0,0,0
2018-02-28T00:00:00,40.4,0,0,0
2018-02-28T01:00:00,40.4,0,0,0
2018-02-28T02:00:00,39.6,0,0,0
2018-02-28T03:00:00,38.9,0,0,0
2018-02-28T04:00:00,38.2,0,0,0
2018-02-28T05:00:00,38.9,0,0,0
2018-02-28T06:00:00,39.2,0,0,38.3
2018-02-28T07:00:00,39.6,0,0,22
2018-02-28T08:00:00,42.9,0,0,175
2018-02-28T09:00:00,46,0,0,367
2018-02-28T10:00:00,50.1,0,0,515
2018-02-28T11:00:00,52.2,0,0,629
2018-02-28T12:00:00,53.4,0,0,680
2018-02-28T13:00:00,54.4,0,0,659
2018-02-28T14:00:00,54.5,0,0,584
2018-02-28T15:00:00,52.8,0,0,455
2018-02-28T16:00:00,50.9,0,0,291
2018-02-28T17:00:00,48.5,0,0,106
2018-02-28T18:00:00,46.7,0,0,5
2018-02-28T19:00:00,46,0,29.9,0
2018-02-28T20:00:00,46,0,44.4,0
2018-02-28T21:00:00,46,0,65.9,0
2018-02-28T22:00:00,46,0,100,0
2018-02-28T23:00:00,45.8,0,100,0
2018-03-01T00:00:00,45.2,0,100,0
2018-03-01T01:00:00,44.2,0,100,0
2018-03-01T02:00:00,44.2,0,100,0
2018-03-01T03:00:00,43.4,0,73.1,0
2018-03-01T04:00:00,42.2,0,32.1,0
2018-03-01T05:00:00,41,0,0,0
2018-03-01T06:00:00,38.5,0,0,32.1
2018-03-01T07:00:00,38.4,0,0,17
2018-03-01T08:00:00,45.5,0,0,183
2018-03-01T09:00:00,52.7,0,0,361
2018-03-01T10:00:00,58.3,0,0,492
2018-03-01T11:00:00,59.8,0,0,543
2018-03-01T12:00:00,60,0,0,588
2018-03-01T13:00:00,59.9,0,0,537
2018-03-01T14:00:00,55.9,0,0,359
2018-03-01T15:00:00,52.5,0,0,230
2018-03-01T16:00:00,50.6,0,0,144
2018-03-01T17:00:00,48.3,0,0,45
2018-03-01T18:00:00,45.5,0,0,3
2018-03-01T19:00:00,45.2,0,0,0
2018-03-01T20:00:00,44.9,0,0,0
2018-03-01T21:00:00,43.7,0,24.9,0
2018-03-01T22:00:00,43.2,0,49.9,0
2018-03-01T23:00:00,43.4,0,100,0
2018-03-02T00:00:00,42.9,0,100,0
2018-03-02T01:00:00,42.5,0.03,100,0
2018-03-02T02:00:00,42,0.02,100,0
2018-03-02T03:00:00,42.2,0.02,100,0
2018-03-02T04:00:00,42.2,0.03,100,0
2018-03-02T05:00:00,43.2,0.08,100,0
2018-03-02T06:00:00,43.9,0.2,100,6.8
2018-03-02T07:00:00,44.2,0.26,100,1
2018-03-02T08:00:00,45.1,0.2,100,9
2018-03-02T09:00:00,45.6,0.18,100,14
2018-03-02T10:00:00,47.1,0.26,100,12
2018-03-02T11:00:00,47.2,0.21,100,23
2018-03-02T12:00:00,47.3,0.24,100,26
2018-03-02T13:00:00,46.2,0.24,100,30
2018-03-02T14:00:00,45.1,0.25,100,27
2018-03-02T15:00:00,44.5,0.21,100,27
2018-03-02T16:00:00,43.8,0.22,100,14
2018-03-02T17:00:00,43,0.15,100,4
2018-03-02T18:00:00,40.3,0.11,100,1
2018-03-02T19:00:00,38.9,0.13,100,0
2018-03-02T20:00:00,39.6,0.07,100,0
2018-03-02T21:00:00,39.1,0.09,100,0
